domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
perso.wanadoo.es/gcanalmori/,10000,0,0,0,28,0,0,0,16,2,0
galiakotwala.in/links/caixa.php,10000000,0,0,0,31,0,0,0,15,1,1
us.battle.net.ok.llweb.asia/,10000000,0,0,0,28,0,0,0,27,5,1
www.dat.ruc.dk/~ncjuul/projects/Bled2003/CFP.html,149307,0,0,0,49,0,0,0,14,3,0
tblacklist.za.pl/,10000000,0,0,0,17,0,0,0,16,2,1
z6.invisionfree.com/visions_of_war,5943,0,1,8766,34,0,0,0,19,2,0
www.jennifergo.com/admin/ticket/queue/activate/ticket.html,10000000,0,1,1096,58,0,0,0,18,2,1
taktikz.com/home/,10000000,0,1,8035,17,0,0,0,11,1,0
www.pps.jussieu.fr/~perdrix/,43466,0,0,0,28,0,0,0,18,3,0
www.lmek.com/LMEKGraphics/,10000000,0,1,7670,26,0,0,0,12,2,0
tools.ietf.org/html/rfc175,14969,0,1,9133,26,0,0,0,14,2,0
d17zpqcfm.blogspot.com/,11,0,1,7305,23,0,0,0,22,2,1
www.sckcen.be/people/scibetta/,10000000,0,0,0,30,0,0,0,13,2,0
www.worldofwarcrafj.tk/login.asp?ref=https:/us.battle.net/account/management/index.xml&amp;amp;amp;app=bam,10000000,0,0,0,106,0,0,0,22,2,1
trycould.com/111.php?sid=659&amp;em=cocse.admin@gmail.com&amp;d=&amp;fn=Toni&amp;ln=Martin,10000000,0,0,0,90,1,0,0,12,1,1
www.dis.uniroma1.it/algo02/approx02/,13852,0,0,0,36,0,0,0,19,3,0
eachm.com/09uk381/cgi-bin&amp;dispatch=d72d187df41e10ea7d9fcdc7f5909205/webscr.html,10000000,0,1,365,83,0,0,0,9,1,1
www.dxdt.com.cn/Img/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;iwdeuaqamp;ssl=0&amp;dest,10000000,0,1,5114,103,0,0,0,15,3,1
www.zope.org/Members/tm/,266607,0,1,8035,24,0,0,0,12,2,0
eu.battle.net.login.batnick.tk/login.asp?ref=https:/us.battle.net/account/management/index.xml&amp;app,10000000,0,0,0,102,0,0,0,30,5,1
www.zbwbzgv.tk/,10000000,0,0,0,15,0,0,0,14,2,1
www.lawnmowingkallangureast.com.au/wesite/bhadwf/vrasav/8e25232d85b998f0eaf581ad5e286145/,10000000,0,0,0,89,0,0,0,34,3,1
www.pls-print.com/images/index.htm?ref=ilxrvncus.battle.net/d3/en/index,10000000,0,1,731,71,0,0,1,17,2,1
barosancalificat.webstarts.com/,4860,0,0,0,31,0,0,0,30,2,1
update-information002.binboadesign.com/?/cgi-bin/webscr?cmd=_login-submit&dispatchx85d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,10000000,0,1,4018,143,0,0,1,38,2,1
arosbyaros.dk/.redirecttttttttt,10000000,0,0,0,31,0,0,0,13,1,1
www.cu.edu/policies/aps/it/6001.pdf,10000000,0,0,0,35,0,0,0,10,2,0
www.macdevcenter.com/pub/a/mac/2005/02/01/applscrpt_mm.html,390935,0,1,6574,59,0,0,0,20,2,0
www.internetsanmiguel.com/cafe/,10000000,0,1,7671,31,0,0,0,25,2,0
www.trackmysales.com/affiliates_home.asp,10000000,0,1,7305,40,0,0,0,20,2,0
www.troubleshooters.com/tpromag/200006/200006.htm,174535,0,1,8765,49,0,0,0,23,2,0
www.haeo.org/tmp/visa/autentica.php,10000000,0,1,1096,35,0,0,0,12,2,1
marvelcleantuydokucu.com/resort/spinner.htm,10000000,0,0,0,43,0,0,0,24,1,1
maltameds.xlphp.net/,464264,0,1,5114,20,0,0,0,19,2,1
rekrims.net/PLO5XIde/webscr_prim.php?cmVrcmltcy5uZXQ=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwOTkwOQ==,10000000,0,0,0,113,0,0,0,11,1,1
machenss.info/pCntrlch/webscr_prim.php?sdr01=ZnJhbnppc2thLW1lZGl1bUBibHVld2luLmNo,10000000,0,0,0,81,0,0,0,13,1,1
archives.cnn.com/2000/TECH/computing/08/07/web.site.accessibility.idg/index.html,75,0,1,12052,80,0,0,0,16,2,0
rsj26.rhostjh.com/~trabajos/updates-paypal/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/Thanks.htm,70954,0,1,3653,157,0,0,0,17,2,1
bit.ly/Pi1X8O,3832,0,0,0,13,0,0,0,6,1,1
coneic2012.com/service/,10000000,0,0,0,23,0,0,0,14,1,1
www.ej-technologies.com/products/exe4j/overview.html,133321,0,1,6939,52,0,0,1,23,2,0
www.formlogix.com/Manager/UserForm227172.aspx?Param=VXNlcklkPTIyNzE3Mi5Gb3JtSWQ9MQ==,165920,0,0,0,84,0,0,0,17,2,1
www.chiptexpro.com/,10000000,0,0,0,19,0,0,0,18,2,1
www.snopes.com/disney/disney.asp,2184,0,1,10226,32,0,0,0,14,2,0
www.imsv.unibe.ch/content/index_eng.html,72163,0,0,0,40,0,0,0,17,3,0
www.let.rug.nl/usa/H/1990/ch4_p3.htm,45628,0,0,0,36,0,0,0,14,3,0
m-theory.com.au/PayPal.html,10000000,0,0,0,27,0,0,1,15,2,1
www.gamefaqs.com/ps2/562317-chaos-legion/data,833,0,1,8765,45,0,0,0,16,2,0
www.nanofiber.dk/index.html,10000000,0,0,0,27,0,0,0,16,2,0
www.brbrasilbr.com/,10000000,0,0,0,19,0,0,0,18,2,1
7518642n.org/ilhot/index2.htm,10000000,0,0,0,29,0,0,0,12,1,1
www.exclamationsoft.com/exclamationsoft/emailq.net/,590812,0,1,8766,51,0,0,0,23,2,0
freespace.virgin.net/chris.lawson/rk/e-t/,34146,0,1,9130,41,0,0,0,20,2,0
graphicssoft.about.com/od/paintshopprotubes/Paint_Shop_Pro_Picture_Tubes_Download_Free_Commercial_Tubes_for_PSP.htm,79,0,1,8400,115,0,0,0,22,2,0
www.swicofil.com/bamboo.pdf,10000000,0,1,9495,27,0,0,0,16,2,0
netspbsstore.com/,10000000,0,0,0,17,0,0,0,16,1,1
www.footloosefilms.pwp.blueyonder.co.uk/faq/res1.htm,17910,0,0,0,52,0,0,0,39,5,0
www.cotton.org/journal/2004-08/3/upload/jcs08-205.pdf,10000000,0,1,10226,53,0,0,0,14,2,0
escuela-helenkeller.com/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/index.htm,10000000,0,0,0,164,0,0,1,23,1,1
www.kalian.es/images/stories/paypal.co.info.com0/details.php?cmd=_account&dispatch=5885d80a13c0db5f998acc,10000000,0,0,0,105,0,0,0,13,2,1
www.transeuromersedes.ro/agref/wellsfargo2011/online.wellsfargo.com=das/session.cgi-sessargs=mZsth,10000000,0,0,0,98,0,0,0,24,2,1
www.codelifter.com/main/javascript/index.html,301466,0,1,731,45,0,0,0,18,2,0
www.westernfairfaxvazta.org/secured/index.htm,10000000,0,0,0,45,0,0,0,27,2,1
center-paypal-resolution-com.cgi-bin.p3-lefilm.fr/9c5910f44314e668a92e3ce9bf64d7fc/,10000000,0,0,0,83,0,0,1,49,3,1
www.babinet.cz/avatars/19889/hires/dir/b40e42a050dd9b87f5455aeba117957c/,236871,0,1,7304,72,0,0,0,14,2,1
theaology.com/wp-includes/images/asb.co.nz.ASBWebHome/index.html,10000000,0,0,0,64,0,0,0,13,1,1
www3.sympatico.ca/s_patterson/gd2002/,16422,0,0,0,37,0,0,0,17,2,0
asdasd.byethost33.com/,10000000,0,1,5479,22,0,0,0,21,2,1
www.xwzyz.org/bmo/,10000000,0,1,730,18,0,0,0,13,2,1
bestglobalstudy.com/Servizio/PayPal/IT./,10000000,0,0,0,40,0,0,0,19,1,1
www.xara.com/products/webdesigner/,29158,0,1,9131,34,0,0,0,12,2,0
www.paypal.co.uk.8916.secure-910.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;navv5a162708239b0f54570cfdfa5900da,10000000,0,0,0,110,0,0,1,35,6,1
www.paypal.ca.7379.secure9j.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=9afbf2f44ec14bdb35bf4290c9dd046a,10000000,0,0,0,103,0,0,0,30,5,1
inshame.blogspot.com/search/label/My\%20Progs:\%20FuckBrainfuck,11,0,1,7305,63,0,0,0,20,2,0
www.globalinvestmentgateway.com/templates/beez/.paypal/security/login.php,10000000,0,0,0,73,0,0,0,31,2,1
tools.ietf.org/html/rfc2605,14969,0,1,9133,27,0,0,0,14,2,0
sites-ubiquist.fr/gvgm/wp-content/themes/skyfall/5580337694/1343536547368/,10000000,0,0,0,74,0,0,1,17,1,1
www.hh.iij4u.or.jp/~hayato-m/,10000000,0,0,0,29,0,0,0,18,4,0
tools.ietf.org/html/rfc117,14969,0,1,9133,26,0,0,0,14,2,0
painterspaintings.com/P_mindelse-koordinaterne-dk/62010b47131a599fca0a70119fb50064/,10000000,0,1,366,83,0,0,0,21,1,1
www.codeguru.com/Cpp/data/mfc_database/oracle/article.php/c1159,16204,0,1,8466,63,0,0,0,16,2,0
www.springer.com/biomed/neuroscience/journal/10547,2655,0,1,8400,50,0,0,0,16,2,0
tools.ietf.org/html/rfc1494,14969,0,1,9133,27,0,0,0,14,2,0
www.angelfire.com/games2/bobsff7rpg/,2547,0,1,8035,36,0,0,0,17,2,0
clicktoenjoy10.blogspot.com/,11,0,1,7305,28,0,0,0,27,2,1
www.inition.co.uk/3D-Technologies/productsection/17,648193,0,0,0,51,0,0,0,17,3,0
toddbeckett.com/.secure/security/confirmation/validaccount/online/security/uk/uk/cgic/sebsecureaccountonlinenow/webscr/uk/index.html,10000000,0,1,5844,132,0,0,0,15,1,1
www.hasbro.com/risk/,7627,0,1,9495,20,0,0,0,14,2,0
profilo4140poste3675.cspg.com.br/poste/?jod-fcc/fcc-authentication.jsp,10000000,0,0,0,70,0,0,0,32,3,1
details.paypal.c0.uk.ukz1hh2e3po5s2h6s2uk3gb7r9q5w2z5d2rr6l3mm3n1.x9x6a3ct2q5b9uk1ukle4eko1w7irg28p3z5ji95rqe4x39u1r2fl7.seconecte.com/accounts/webxscr.html,10000000,0,1,3287,156,0,0,0,134,7,1
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934e1ndyk9amqxu8lg-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-15605199/websrc.php?session.start,10000000,0,0,0,184,0,0,0,14,1,1
www.cse.yorku.ca/~jeff/,11476,0,0,0,23,0,0,0,16,3,0
www.faqs.org/faqs/amiga/games-FAQ,13429,0,1,8767,33,0,0,0,12,2,0
usda.mannlib.cornell.edu/usda/current/CWS-yearbook/CWS-yearbook-12-15-2008.pdf,2604,0,0,0,78,0,0,0,24,3,0
www.almo.com/wire/,520052,0,1,10591,18,0,0,0,12,2,0
mind.sourceforge.net/prolog.html,168,0,1,7670,32,0,0,0,20,2,0
psp.ign.com/objects/683/683129.html,339,0,1,10226,35,0,0,0,11,2,0
www.wizardinvites.com.au/csv/dir/959f52e986e7423ffa0f0e76196d5eea/,10000000,0,0,0,66,0,0,0,24,3,1
us.battle.net.wow.vv-rs.com/login/en/index.htm,10000000,0,0,0,46,0,0,1,27,5,1
www.mikasalonen.com/remove/,10000000,0,1,6940,27,0,0,0,19,2,0
www.amazon.com/s/url=search-alias\%3Dstripbooks&amp;field-keywords=apl,9,0,1,10956,70,0,0,0,14,2,0
home.kpn.nl/paans040/,10000000,0,0,0,21,0,0,0,11,2,0
www.facebooknumbers.readyhost.org/facebook.html,10000000,0,1,5114,47,0,0,0,33,3,1
www.babson.edu/executive-education/cims/Pages/home.aspx,76623,0,0,0,55,0,0,0,14,2,0
publib-b.boulder.ibm.com/Redbooks.nsf/RedbookAbstracts/gg243946.html,576,0,1,12419,68,0,0,1,24,3,0
7zp26.ufh7.com/de/?YnJhd29AZ280bW9yZS5kZQ=Message-ID:,10000000,0,1,366,53,0,0,0,14,2,1
service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s5656.tbr.ge/security\%20Update\%20Accounts\%20PayPal00/,10000000,0,0,0,212,0,0,1,168,12,1
www.angelfire.com/games/greenvillechessclub/,2547,0,1,8035,44,0,0,0,17,2,0
www.bridgewebs.com/harrogate/,152001,0,1,5114,29,0,0,0,18,2,0
pucalos.at.ua/update/home.htm,10000000,0,0,0,29,0,0,0,13,2,1
www.qinxin.cn/images/index.htm?ref=zodkdzbus.battle.net/d3/en/index,10000000,0,1,9132,67,0,0,0,13,2,1
bajubangkok.com/wp-content/plugins/akismet/4070721379/241250503/,562547,0,1,366,64,0,0,0,15,1,1
www.topix.com/tech/linux,1057,0,1,10959,24,0,0,0,13,2,0
www.uae.com.br/noticias/modules/mod_yt_elo/cielo/index.html,10000000,0,1,6209,59,0,0,0,14,3,1
www.fluoro.co.jp/product/tubing-e.html,10000000,0,1,8429,38,0,0,0,16,3,0
www.sxlfjzzs.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fsdiltqius.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,1095,121,0,0,0,16,2,1
bjdooley.net/bjdtis/homepage.htm,10000000,0,1,5479,32,0,0,0,12,1,0
rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwMTg0OQ,10000000,0,0,0,111,0,0,0,11,1,1
www.entreplayas.es/tmp/remax/index.htm,10000000,0,0,0,38,0,0,0,18,2,1
mulawa.net/mulawa/puzzles/acrostics.html,10000000,0,0,0,40,0,0,0,10,1,0
www.everettweb.com/proactive,10000000,0,1,8036,28,0,0,0,18,2,0
www.datinglovers.net/wp-includes/Redirect.php,10000000,0,0,0,45,0,0,0,20,2,1
moedasgratishabbo-gerador.blogspot.com/,11,0,1,7305,39,0,0,1,38,2,1
sourceforge.net/projects/keurochange/,168,0,1,7670,37,0,0,0,15,1,0
www.freewebs.com/geosgirl_angel/,5001,0,1,8035,32,0,0,0,16,2,0
tribox.jp/mail/webscr.php?cmd=_login-run&amp;,10000000,0,1,4040,45,0,0,0,9,1,1
quickbyte.com/hosting.html,10000000,0,1,8765,26,0,0,0,13,1,0
www.vinstours.com/remax1/index.htm,10000000,0,0,0,34,0,0,0,17,2,1
www.ch2m.com/corporate/,73421,0,1,11322,23,0,0,0,12,2,0
freespace.virgin.net/srg.net/pbsn/,34146,0,1,9130,34,0,0,0,20,2,0
www.webring.com/hub?ring=visualmacstandar,8419,0,1,9495,41,0,0,0,15,2,0
craiggallivan.com/paypal/648a2e224644c376cc4b0ed7502324e3/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,10000000,0,1,2922,161,0,0,0,17,1,1
sourceforge.net/projects/checkbot/,168,0,1,7670,34,0,0,0,15,1,0
www.amusedhome.com/paypal.it/italia/error_login.html,10000000,0,0,0,52,0,0,0,18,2,1
www.senecadowntown.com/language//en-GB/wellsfargo.com/wellsfargo-online.server/wellsfargo.htm,10000000,0,0,0,93,0,1,0,22,2,1
www.marinade.ltd.uk/2003/home.shtml,10000000,0,0,0,35,0,0,0,19,3,0
fin-info.cz/wp-content/themes/cw-red/index.php,10000000,0,1,365,46,0,0,1,11,1,1
crogent.net/bs7jzp53rdeh8T277945/ZHJsb2VAYW9sLmNvbQ=Message-ID:/xDEsdR/emVpbWVsYXoub3Jn,10000000,0,0,0,87,0,0,0,11,1,1
tinyurl.com/85jfb6y,656,0,1,9862,19,0,0,0,11,1,1
members.tripod.com/michaelgellis/dsp/pgm05.html,1267,0,1,9496,47,0,0,0,18,2,0
www.accumulationproject.org/brown/index.html,10000000,0,1,731,44,0,0,0,27,2,0
www.icsi.berkeley.edu/~storn/DE_FORTRAN90.f90,2296,0,0,0,45,0,0,0,21,3,0
xq.exxedu.cn/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,0,0,110,0,0,0,12,2,1
www.angelfire.com/electronic/mrktheni/,2547,0,1,8035,38,0,0,0,17,2,0
www.gzjtjyw.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fplpkzoxus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,730,120,0,0,0,15,2,1
pagesperso-orange.fr/sierem/,4512,0,0,0,28,0,0,1,20,1,0
www.adventurebike.com.br/site/arquivos/user_97981ed526b72210VgnVCM112313037520.php,10000000,0,1,366,82,0,0,0,24,3,1
www.sunaleephotography.com/home.asp,10000000,0,1,366,35,0,0,0,26,2,0
kitchenaidarchitect.com/avail.html,10000000,0,0,0,34,0,0,0,23,1,1
irs.gov.individuals.article.mdacs.org/Internal/Internal.rev/index.html,10000000,0,1,6575,70,0,0,0,37,5,1
mamatierra.anygown.com/mamatierra/adminmama/danskebanke.htm,10000000,0,1,4749,59,0,0,0,22,2,1
www.itconsult.co.uk/stamper.htm,10000000,0,0,0,31,0,0,0,19,3,0
kolimar-kosturski.com/remax/index.htm,10000000,0,0,0,37,0,0,1,21,1,1
web.evs.anl.gov/pwmis/index.cfm,43244,0,0,0,31,0,0,0,15,3,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7criONxFZmU5eAc7-ZMbe-o63bVdBnnbG1jOxk01N_QLVoUSjZOiavMUv_eWJtc-UDvr71psSFdI_zIWmFWUv6OdISYaRtHIcrsaDXBV6fgZp6tzAtRyOe5jVRowooi660_fHPzYwI4P1_fJRXS_DaBhdKkbahY6Duy6h1pkkwqOlkJPrblSIrONZP29AYVHO9NEEKsQY2jFnGe--ILDI1Be7fvT6A\%3D\%3D&amp;attredirects=0,4570,0,1,6939,369,0,0,1,44,2,1
daneshju-online.ir/wordpress/wp-includes/pomo/paypal/update/,10000000,0,0,0,60,0,0,1,18,1,1
worldnetdaily.com/news/article.asp?ARTICLE_ID=39992,10000000,0,0,0,51,0,0,0,17,1,0
www.uts.edu.rs/media/editors/tinymce/index.html,10000000,0,0,0,47,0,0,0,14,3,1
www.theworldjournal.com/special/iquality/home.htm,10000000,0,1,7305,49,0,0,0,23,2,0
www.ringsurf.com/ring/prettysimpledesigns/,179326,0,1,8035,42,0,0,0,16,2,0
www.troubleshooters.com/codecorn/lsql.htm,174535,0,1,8765,41,0,0,0,23,2,0
www.strw.leidenuniv.nl/~vlemming/statindx.html,51034,0,0,0,46,0,0,0,22,3,0
www.toronto.ca/ttc/,20390,0,0,0,19,0,0,0,14,2,0
homepages.inf.ed.ac.uk/jcb/,9206,0,0,0,27,0,0,0,22,4,0
www.bjcurio.com/js/index.htm?ref=vqznmkeus.battle.net/d3/en/index,10000000,0,1,5113,65,0,0,0,15,2,1
www.fraber.de/bap/,10000000,0,0,0,18,0,0,0,13,2,0
cars-forsell-craigs-4356789765.digs.it/,10000000,0,0,0,39,0,0,1,38,2,1
www.secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/a3ce49fd393088a3f38056b1648928f3/,10000000,0,0,0,234,0,0,0,57,9,1
paypal.tipido.net/,236744,0,1,4383,18,0,0,0,17,2,1
32762paypal89621.santabbey.com/CBdH7MxQEQ.php?Q2eCyuipbie0M6H9Y9ZqI5U3vOi4VO5uRJjIHCI98KkEIh46V3KXrE5I35UzTGDxC4HLV1NXsklQaRWPzp5tW7FgJfzwy2C4OaKF,10000000,0,0,0,146,0,0,0,30,2,1
www.freewebs.com/freedom_farm/,5001,0,1,8035,30,0,0,0,16,2,0
www.japanesecookingvideos.com/tescocredit.php,10000000,0,0,0,45,0,0,0,29,2,1
toujoursports.com/Paypal_Virefication/35697ad5065d2ac14d27be9708bac8ed/new1/8a3428c4eb398a56d6ff2137d5d4f729/e062fa0f8810ca373a337ca122395027/,10000000,0,0,0,142,0,0,0,17,1,1
sourceforge.net/projects/javaguard/,168,0,1,7670,35,0,0,0,15,1,0
randsouthside133.axfree.com/scotia/scotiaonlinebanking.html,10000000,0,1,3652,59,0,0,0,27,2,1
www.digitaloutput.net/content/ContentCT.asp?P=369,10000000,0,1,7305,49,0,0,0,21,2,0
www.di.ens.fr/~fbach/,79470,0,0,0,21,0,0,0,13,3,0
www.thepokerforum.com/7studart.htm,993646,0,1,7305,34,0,0,0,21,2,0
gerbil.org/tom/doc/why.shtml,10000000,0,1,8034,28,0,0,0,10,1,0
morelgobernador.com/https-paysecure-resoultion-ppid=4456.4898879887778954446213254/index.php,10000000,0,0,0,92,0,0,0,19,1,1
members.tripod.com/~FrzzeFrame/GR/WebDesign.html,1267,0,1,9496,48,0,0,0,18,2,0
lib.stat.cmu.edu/cmlib/index/index,5956,0,0,0,34,0,0,0,16,3,0
map.tni.nl/sources/external/z80bits.html,10000000,0,0,0,40,0,0,0,10,2,0
www.vayuenergy.co.uk/2766564584/43264726363475426/,10000000,0,0,0,50,0,0,0,20,3,1
www.engin.umd.umich.edu/CIS/course.des/cis400/simula/simula.html,3309,0,0,0,64,0,0,0,23,4,0
tools.ietf.org/html/rfc1302,14969,0,1,9133,27,0,0,0,14,2,0
www.toplang.com/filepulverizer.htm,798109,0,1,6940,34,0,0,0,15,2,0
tinyurl.com/a3rw34k,656,0,1,9862,19,0,0,0,11,1,1
rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjM5ODUyNg=,10000000,0,0,0,112,0,0,0,11,1,1
lockweads.com/hTHxY7rml.php?ctr_=DE&sdr01=bS5idWVobGVyQHNtYXJ0bmVzcy5jaA=Message-ID:,10000000,0,0,0,84,0,0,0,13,1,1
paypal.com.us.webscr.cgibin.cmd.account.restore.persianempirelongtimeago.com/us,10000000,0,0,0,79,0,0,0,76,9,1
adv.from-or.com/,10000000,0,0,0,16,0,0,1,15,2,1
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44245d21.unitedmachinerybiz.com/Paypal/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365579e32b938da3af56e2e7a833165b2bd579e32b938da3af56e2e7a833165b2bd,10000000,0,0,0,316,0,0,0,140,12,1
grande-randonnee.fr/RequetesMySQL/verification/loggedin/verified/91170d06a0d6b9bac2d12a58811b1c28/,10000000,0,0,0,98,0,0,1,19,1,1
hdpano.com/Hai_Long/Edited/,10000000,0,1,4018,27,0,0,0,10,1,1
www.sixdegreesrecords.com/home.php,10000000,0,1,9495,34,0,0,0,25,2,0
www.tutok.sk/fastgl/,10000000,0,0,0,20,0,0,0,12,2,0
www.hardcoreware.net/reviews/review-118-1.htm,485853,0,1,7305,45,0,0,0,20,2,0
groups.yahoo.com/group/KinderGoats/,4,0,1,10228,35,0,0,0,16,2,0
www.avalanchepress.com/gameBOS.html,419272,0,1,8034,35,0,0,0,22,2,0
update.websecure-com.us.rhrtne2i2v84pc7sc8w4wnrlbgeniqfnjjuubjy8fezptqoxuwf7bv2fxwth.nicosysmdp.com.ar/Limit-id=653252/security/,10000000,0,0,0,128,0,0,1,102,6,1
www.pevans.co.uk/Reviews/BigCheese.html,10000000,0,0,0,39,0,0,0,16,3,0
jffabre.free.fr/amiga/patches.html,251,0,0,0,34,0,0,0,15,2,0
www.dimensionnet.com.br/loja/produtos/newsletter.asp,10000000,0,1,5844,52,0,0,0,23,3,1
www.mathcs.emory.edu/pious/,18830,0,0,0,27,0,0,0,20,3,0
www.paypal.de.5885d80a13c0db1f8e263663d3faee8d8494db9703d295b4a21164.app.goonow.com/umleiten.htm,10000000,0,1,5844,96,0,0,0,83,6,1
members.tripod.com/~nrsenthil/index.html,1267,0,1,9496,40,0,0,0,18,2,0
dmoz.org/Adult/faq.html,996,0,1,8036,23,0,0,0,8,1,0
https.observ.paypal.objects.net.secure-update-all.service.1.id.login.webscr-cmd.loginsubmitdispatchs59s7d97a01u.ghasemzadeh.org/www/pay/pal/id/2012/active/personal/1.payobject/update.1/1.2/cmd=_login-submit&amp;dispatch=u4575jh4414a50598f04d34b4575224bf5056875455hhj2/08/0/,10000000,0,0,0,273,0,0,1,127,13,1
us.battle.net.account-us.net/battle_net_account.php?ref=us.battle.net/account/management/index.xml&amp;app=bam,10000000,0,0,0,110,0,0,1,28,4,1
auboisementcorrect.com/Account/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ae0fe1c0f951da5dba53813280a166b3ae0fe1c0f951da5dba53813280a166b3,10000000,0,1,1827,194,0,0,0,22,1,1
tech.groups.yahoo.com/group/bdjug/,4,0,1,10228,34,0,0,0,21,3,0
www.uni-bonn.de/~manfear/,24971,0,0,0,25,0,0,1,15,2,0
hampshirerugby.com/old_aol.1.2/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,10000000,0,0,0,79,0,0,0,18,1,1
mta.info/mnr/,10000000,0,1,9862,13,0,0,0,8,1,0
www.srs.fs.usda.gov/pubs/ja/ja_rials001.pdf,3690,0,0,0,43,0,0,0,19,4,0
mypage.direct.ca/w/writer/clients.html,931836,0,0,0,38,0,0,0,16,2,0
www.alvimarimoveis.com.br/tmp/MasterCardPremios.com.br/,10000000,0,1,5479,55,0,0,0,25,3,1
www.gene.com/gene/index.jsp,66484,0,1,12053,27,0,0,0,12,2,0
www.seashelltech.com/index.shtml,10000000,0,1,7305,32,0,0,0,20,2,0
networkservce.fr/nice/pro4.php,10000000,0,0,0,30,0,0,0,16,1,1
www.9iradio.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,10000000,0,1,4018,88,0,0,0,15,2,1
www.integralagencias.com/images/aproveite2/cadastro.php,10000000,0,0,0,55,0,0,0,24,2,1
www.paypal-info.yolasite.com/,10000000,0,1,4748,29,0,0,1,28,3,1
paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16cv95bc.themariettabilliardclub.com/pa/pa/,10000000,0,1,1095,148,0,0,1,141,9,1
eujuliano.com/ebaysigninnow/index.html.html,10000000,0,0,0,43,0,0,0,13,1,1
bit.ly/UvLPCO,3832,0,0,0,13,0,0,0,6,1,1
www.pcs.cnu.edu/~rcaton/SqIndex/squeakindex.html,167910,0,0,0,48,0,0,0,15,3,0
www.wesleyan.edu/mathcs/,75534,0,0,0,24,0,0,0,16,2,0
krotzon.biz/pCntrlde/webscr_prim.php?sdr01=aGVsZ2EucG9ldHNjaEB0LW9ubGluZS5kZQ==,10000000,0,0,0,79,0,0,0,11,1,1
mastaofdizasta.fm.interia.pl/Premmy.html,646,0,0,0,40,0,0,0,28,3,1
www.ctag.de/projects/jpd/,10000000,0,0,0,25,0,0,0,11,2,0
www.lsxxg.com/pic/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fctkrfqzus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,5844,119,0,0,0,13,2,1
games.groups.yahoo.com/group/owbn-east/,4,0,1,10228,39,0,0,0,22,3,0
