ranking,isIp,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
1859,0,48,0,0,0,16,2,0
10000000,0,44,0,0,0,24,2,1
79,0,30,0,0,0,20,2,0
10000000,0,199,0,0,1,146,12,1
253950,0,148,0,0,0,17,2,1
160,0,30,0,0,0,16,2,0
10000000,0,44,0,0,0,22,2,0
10000000,0,31,0,0,0,30,5,1
10000000,0,40,0,0,0,22,2,1
10000000,0,155,0,0,1,83,8,1
10000000,0,98,0,0,0,9,1,1
10000000,0,47,0,1,1,24,2,1
133305,0,56,0,0,0,13,2,1
10000000,0,162,0,0,0,12,1,1
10000000,0,36,0,0,0,21,2,0
24964,0,27,0,0,0,19,2,0
2547,0,45,0,0,0,17,2,0
10000000,0,86,0,0,0,23,1,1
10000000,0,59,0,1,0,13,1,1
10000000,0,33,0,0,0,22,2,0
10000000,0,27,0,0,0,9,1,1
36354,0,27,0,0,0,6,1,0
10000000,0,43,0,0,0,19,1,1
10000000,0,28,0,0,0,17,3,1
10000000,0,131,0,0,0,10,1,1
10000000,0,16,0,0,0,15,2,1
554981,0,53,0,0,0,18,3,1
10000000,0,47,0,0,0,18,2,0
10000000,0,27,0,0,0,15,2,0
10000000,0,42,0,0,0,28,3,1
10000000,0,103,0,0,0,20,2,1
11,0,44,0,0,1,43,2,1
10000000,0,22,0,0,0,10,1,1
149717,0,64,0,0,0,15,2,1
41650,0,25,0,0,0,24,3,1
10000000,0,25,0,0,0,10,0,1
10000000,0,27,0,0,1,16,2,1
10000000,0,38,0,0,0,21,2,0
4570,0,645,0,0,1,45,2,1
10000000,0,82,0,0,0,8,1,1
10000000,0,47,0,0,0,19,1,1
250560,0,26,0,0,0,19,3,0
6751,0,40,0,0,0,11,2,0
10000000,0,21,0,0,0,14,3,0
209781,0,30,0,0,0,23,2,0
4570,0,371,0,0,1,45,2,1
275,0,24,0,0,0,18,3,0
10000000,0,63,0,0,1,36,4,1
9621,0,49,0,0,0,20,2,0
10000000,0,161,0,0,0,160,24,1
10000000,0,45,0,0,0,24,2,1
6332,0,82,0,0,0,18,3,0
10000000,0,83,0,0,0,9,1,1
576,0,58,0,0,0,11,2,0
10000000,0,31,0,0,0,15,2,0
10000000,0,37,0,0,1,23,3,0
38784,0,47,0,0,0,14,2,0
4570,0,345,0,0,1,45,2,1
1267,0,66,0,0,0,18,2,0
10000000,0,107,0,1,0,19,2,1
419272,0,35,0,0,0,22,2,0
10000000,0,50,0,1,0,8,1,1
50240,0,35,0,0,0,15,2,0
10000000,0,68,0,0,0,22,2,1
10000000,0,56,0,0,0,15,1,1
10000000,0,61,0,0,0,16,2,1
10000000,0,100,0,0,0,15,2,1
38609,0,57,0,0,0,12,2,0
71543,0,30,0,0,0,15,2,0
10000000,0,310,0,0,0,209,12,1
10000000,0,90,0,0,1,36,6,1
10000000,0,25,0,0,0,16,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,31,0,0,0,12,1,0
65,0,52,0,0,0,18,2,0
16000,0,38,0,0,0,18,3,0
236871,0,72,0,0,0,14,2,1
10000000,0,40,0,0,0,15,2,1
10000000,0,90,0,0,0,13,2,1
10000000,0,116,0,0,0,20,2,1
6,0,39,0,0,0,16,2,0
10000000,0,34,0,0,0,17,1,1
10000000,0,70,0,0,0,24,2,1
3702,0,25,0,0,0,17,3,0
6394,0,28,0,0,0,16,2,1
10000000,0,77,0,0,0,9,1,1
10000000,0,64,0,0,0,22,2,1
13150,0,28,0,0,0,12,1,0
10000000,0,26,0,0,0,26,3,1
939265,0,30,0,0,0,13,2,0
6394,0,43,0,0,0,30,2,1
3299,0,39,0,0,0,4,1,1
10000000,0,142,0,0,0,83,10,1
3607,0,52,0,0,0,16,2,0
17052,0,37,0,0,0,13,2,0
10000000,0,32,0,0,1,20,2,1
190517,0,120,0,0,0,14,2,1
10000000,0,186,0,0,0,15,2,1
10000000,0,67,0,0,1,35,6,1
10000000,0,32,0,0,0,14,2,1
10000000,0,137,0,0,1,31,2,1
6,0,29,0,0,0,16,2,0
44061,0,33,0,0,0,13,1,1
278702,0,44,0,0,0,20,3,0
10000000,0,43,0,0,0,13,2,1
10000000,0,27,0,0,0,16,2,0
3832,0,29,0,0,0,6,1,1
160,0,45,0,0,0,15,2,0
27817,0,52,0,0,0,21,4,0
13453,0,57,0,0,0,22,2,1
14969,0,26,0,0,0,14,2,0
341634,0,22,0,0,0,14,2,0
10000000,0,66,0,0,0,22,2,1
10000000,0,89,0,0,0,17,3,1
10000000,0,58,0,0,0,9,1,1
10000000,0,71,0,0,0,24,2,1
5648,0,55,0,0,0,18,2,0
10000000,0,37,0,0,0,17,2,0
10000000,0,50,0,0,0,14,2,0
576,0,30,0,0,0,20,3,0
6270,0,52,0,0,0,17,2,0
4570,0,371,0,0,1,45,2,1
10000000,0,150,0,0,0,17,2,1
10000000,0,64,0,0,0,9,1,1
11163,0,33,0,0,0,20,2,0
10000000,0,23,0,0,0,14,2,0
10000000,0,112,0,0,0,11,1,1
10000000,0,55,0,0,1,39,4,1
10000000,0,34,0,0,0,17,1,1
1267,0,39,0,0,0,23,2,0
945511,0,36,0,0,0,23,2,0
10000000,0,22,0,0,0,10,1,1
10000000,0,21,0,0,0,11,2,0
10000000,0,32,0,0,0,15,1,0
3416,0,30,0,0,0,23,2,0
10000000,0,65,0,0,1,15,1,1
10000000,0,29,0,0,1,19,2,0
10000000,0,48,0,0,1,33,2,1
3520,0,50,0,0,0,20,2,0
10000000,0,90,0,0,1,36,6,1
4,0,30,0,0,0,16,2,0
11,0,24,0,0,0,23,2,1
339,0,38,0,0,0,11,2,0
10000000,0,113,0,0,0,11,1,1
46854,0,27,0,0,0,14,2,0
10000000,0,28,0,0,0,18,2,0
133305,0,66,0,0,0,19,2,1
862867,0,29,0,0,0,15,2,0
10000000,0,90,0,0,0,12,1,1
10000000,0,74,0,0,1,19,2,1
10000000,0,41,0,0,0,19,2,1
10000000,0,25,0,0,0,24,2,1
11338,0,34,0,0,0,15,2,0
10000000,0,40,0,0,1,25,5,1
723511,0,29,0,0,0,21,4,0
4158,0,30,0,0,0,15,2,0
10000000,0,89,0,0,0,12,1,1
2514,0,56,0,0,0,21,3,0
4570,0,371,0,0,1,45,2,1
836190,0,42,0,0,0,17,3,1
9031,0,44,0,0,0,15,3,0
10000000,0,241,0,0,0,16,1,1
2547,0,33,0,0,0,17,2,0
10000000,0,46,0,0,0,24,1,1
10000000,0,35,0,0,0,10,1,1
10000000,0,50,0,0,0,20,2,1
14969,0,27,0,0,0,14,2,0
91578,0,32,0,0,0,11,2,0
10000000,0,36,0,0,0,18,2,0
10000000,0,33,0,0,0,14,2,1
29,0,34,0,0,0,20,2,0
111976,0,46,0,0,0,17,1,0
44061,0,33,0,0,0,13,1,1
10000000,0,32,0,0,1,13,2,1
10000000,0,42,0,0,0,12,2,0
10000000,0,20,0,0,0,13,1,1
10000000,0,71,0,0,0,20,2,1
551827,0,28,0,0,0,21,2,0
10000000,0,58,0,0,0,14,1,1
67351,0,22,0,0,0,13,2,0
10000000,0,90,0,0,0,13,2,1
10000000,0,77,0,0,0,19,2,1
270182,0,42,0,0,0,12,2,0
44061,0,32,0,0,0,13,1,1
4570,0,371,0,0,1,45,2,1
220877,0,39,0,0,0,22,2,0
14969,0,27,0,0,0,14,2,0
208,0,40,0,0,0,10,1,0
10000000,0,67,0,0,1,23,1,1
6125,0,39,0,0,0,11,2,0
13206,0,46,0,0,0,19,4,0
10000000,0,53,0,0,1,24,2,1
2547,0,32,0,0,0,17,2,0
2547,0,32,0,0,0,17,2,0
186750,0,30,0,0,0,14,2,0
5001,0,40,0,0,0,16,2,0
2547,0,25,0,0,0,17,2,0
10000000,0,51,0,0,0,17,1,1
69229,0,26,0,0,0,18,3,0
14969,0,27,0,0,0,14,2,0
10000000,0,71,0,0,1,16,1,1
10000000,0,44,0,0,0,29,2,0
14969,0,27,0,0,0,14,2,0
5001,0,28,0,0,0,16,2,0
29749,0,36,0,0,1,23,2,0
10000000,0,35,0,0,0,14,2,1
4570,0,371,0,0,1,45,2,1
10000000,0,221,0,0,0,29,1,1
771474,0,47,0,0,1,12,1,1
10000000,0,34,0,0,0,13,2,1
10000000,0,187,0,0,1,153,9,1
10000000,0,28,0,0,0,15,2,0
424504,0,32,0,0,0,13,2,0
10000000,0,26,0,0,0,19,2,0
12037,0,75,0,0,0,23,2,0
24929,0,36,0,0,1,23,3,0
10000000,0,83,0,0,0,28,3,1
10000000,0,71,0,0,0,22,2,1
10000000,0,71,0,0,0,10,2,1
10000000,0,65,0,0,0,17,2,0
10000000,0,29,0,0,0,16,2,0
10000000,0,95,0,0,0,11,1,1
10000000,0,23,0,0,0,16,2,1
10000000,0,39,0,0,0,12,2,0
10000000,0,146,0,0,0,30,2,1
10000000,0,82,0,0,0,25,3,1
242970,0,32,0,0,0,10,1,0
10000000,0,36,0,0,0,21,3,1
10000000,0,83,0,0,1,18,2,1
10000000,0,38,0,0,0,12,2,0
17156,0,32,0,0,0,11,2,0
10000000,0,45,0,0,0,16,1,1
10000000,0,29,0,0,1,28,1,1
63030,0,44,0,0,0,22,2,1
6,0,38,0,0,0,16,2,0
10000000,0,104,0,0,1,13,2,1
10000000,0,173,0,0,0,139,16,1
10000000,0,110,0,0,0,17,1,1
4,0,33,0,0,0,16,2,0
91192,0,32,0,0,0,11,2,0
10000000,0,52,0,0,0,42,5,1
836190,0,42,0,0,0,17,3,1
10000000,0,59,0,0,0,27,3,0
44061,0,33,0,0,0,13,1,1
10000000,0,123,0,0,1,81,11,1
10000000,0,73,0,0,1,16,1,1
14969,0,27,0,0,0,14,2,0
10000000,0,34,0,0,0,12,2,1
385679,0,58,0,0,0,22,2,0
44061,0,33,0,0,0,13,1,1
10000000,0,26,0,0,0,13,1,1
8780,0,48,0,0,0,21,2,0
10000000,0,30,0,0,0,13,1,1
425108,0,26,0,0,0,22,3,0
4570,0,345,0,0,1,45,2,1
10000000,0,59,0,0,0,10,1,1
10000000,0,37,0,0,0,20,2,1
10000000,0,47,0,0,0,19,2,0
10000000,0,95,0,0,0,11,2,1
10000000,0,78,0,0,1,14,1,1
861896,0,31,0,0,0,14,2,0
10000000,0,30,0,0,1,20,3,0
553,0,39,0,0,0,14,2,0
10000000,0,120,0,0,1,45,5,1
836190,0,42,0,0,0,17,3,1
10000000,0,40,0,0,0,22,2,0
10000000,0,187,0,0,1,43,3,1
192733,0,49,0,0,0,16,3,0
10000000,0,32,0,0,0,21,3,0
863853,0,45,0,0,1,19,2,0
29,0,52,0,0,0,17,2,0
10000000,0,104,0,0,1,26,5,1
4108,0,401,0,0,0,17,2,1
179326,0,32,0,0,0,16,2,0
483,0,24,0,0,0,10,2,0
10000000,0,196,0,0,0,14,2,1
91824,0,48,0,0,0,14,2,0
41650,0,27,0,0,1,26,3,1
10000000,0,28,0,0,0,16,2,0
10000000,0,112,0,0,0,11,1,1
170032,0,26,0,0,0,20,3,1
10000000,0,69,0,0,0,19,2,1
824838,0,19,0,0,0,14,2,0
14969,0,27,0,0,0,14,2,0
18319,0,34,0,0,1,28,3,0
1267,0,31,0,0,0,18,2,0
10000000,0,24,0,0,0,14,3,0
1267,0,30,0,0,0,18,2,0
873166,0,25,0,0,0,13,2,0
10000000,0,83,0,0,0,17,1,1
10000000,0,70,0,0,0,9,1,1
10000000,0,32,0,0,0,17,2,0
10000000,0,20,0,0,0,15,2,0
11812,0,59,0,0,0,16,2,0
10000000,0,37,0,0,0,20,2,0
10000000,0,222,0,0,0,19,3,1
10000000,0,204,0,0,0,14,2,1
10000000,0,28,0,0,0,17,2,0
10000000,0,28,0,0,0,16,2,0
707186,0,33,0,0,1,16,1,0
10000000,0,212,0,0,0,11,2,1
2547,0,34,0,0,0,17,2,0
14969,0,27,0,0,0,14,2,0
2185,0,73,0,0,0,26,2,0
44061,0,33,0,0,0,13,1,1
6,0,41,0,0,0,16,2,0
10000000,0,39,0,0,0,16,1,1
949234,0,46,0,0,0,22,2,0
10000000,0,67,0,0,0,20,1,1
10000000,0,29,0,0,0,16,2,0
10000000,0,32,0,0,0,11,1,0
10000000,0,65,0,0,0,17,3,1
10000000,0,62,0,0,1,36,5,1
10000000,0,50,0,0,0,18,3,1
412901,0,64,0,0,0,9,2,0
10000000,0,21,0,0,0,13,2,0
10000000,0,128,0,0,1,45,5,1
10000000,0,68,0,0,0,18,2,1
10000000,0,53,0,0,0,14,1,1
30738,0,21,0,0,0,20,2,1
10000000,0,240,0,0,0,140,15,1
10000000,0,37,0,0,1,17,2,1
10000000,0,20,0,0,0,13,1,0
10000000,0,73,0,0,0,20,2,1
4361,0,44,0,0,0,12,2,0
10000000,0,51,0,0,0,11,1,1
10000000,0,84,0,0,1,39,5,1
1373,0,37,0,0,0,16,2,0
10000000,0,114,0,0,1,22,2,1
10000000,0,33,0,0,0,21,3,0
10000000,0,122,0,0,1,36,4,1
10000000,0,65,0,0,0,9,1,1
10000000,0,92,0,0,1,24,2,1
10000000,0,49,0,0,0,17,2,0
10000000,0,46,0,0,0,23,2,0
10000000,0,219,0,0,0,121,9,1
10000000,0,26,0,0,0,16,2,0
6,0,46,0,0,0,16,2,0
45628,0,91,0,0,0,23,3,0
10000000,0,18,0,0,0,17,1,1
937876,0,40,0,0,0,16,2,0
27125,0,38,0,0,1,30,3,0
10000000,0,87,0,0,0,14,2,1
10000000,0,125,0,0,1,19,2,1
18985,0,46,0,0,0,20,3,0
10000000,0,40,0,0,0,15,2,0
10000000,0,32,0,0,0,15,2,0
853783,0,37,0,0,0,16,2,0
10000000,0,27,0,0,0,12,2,0
27451,0,47,0,0,0,12,3,0
10000000,0,20,0,0,1,19,2,1
10000000,0,33,0,0,0,14,2,0
3832,0,13,0,0,0,6,1,1
215882,0,56,0,0,0,15,2,0
4,0,40,0,0,0,22,3,0
714176,0,29,0,0,0,18,2,0
6,0,50,0,0,0,16,2,0
10401,0,62,0,0,0,27,3,0
8166,0,37,0,0,0,10,2,0
118554,0,94,0,0,0,19,2,1
23343,0,28,0,0,0,13,1,0
15847,0,20,0,0,0,12,2,0
840572,0,190,0,0,0,23,2,1
4570,0,345,0,0,1,45,2,1
10000000,0,57,0,0,0,17,2,0
10000000,0,27,0,0,1,16,2,0
5738,0,30,0,0,0,16,4,0
10000000,0,188,0,0,1,17,2,1
10000000,0,39,0,0,0,23,2,1
32808,0,45,0,0,0,24,3,0
2547,0,28,0,0,0,17,2,0
10000000,0,31,0,0,1,13,1,1
10000000,0,82,0,0,0,20,1,1
75,0,70,0,0,0,15,2,0
55181,0,24,0,0,0,13,3,0
819816,0,44,0,0,0,20,2,0
10000000,0,23,0,0,0,14,2,0
10000000,0,66,0,0,0,9,2,1
10000000,0,24,0,0,1,23,2,1
10000000,0,42,0,0,1,41,5,1
10000000,0,45,0,0,0,19,2,0
10000000,0,153,0,0,1,49,5,1
10000000,0,82,0,0,1,21,2,1
10000000,0,44,0,0,0,14,3,0
10000000,0,36,0,0,0,15,1,1
3014,0,47,0,0,0,18,2,0
10000000,0,39,0,0,1,25,2,1
44061,0,33,0,0,0,13,1,1
10000000,0,26,0,0,0,15,2,1
2547,0,29,0,0,0,17,2,0
10000000,0,27,0,0,0,17,2,0
10000000,0,53,0,0,0,27,2,0
2547,0,38,0,0,0,17,2,0
68772,0,58,0,0,0,20,2,0
10000000,0,101,0,0,0,14,2,1
10000000,0,84,0,0,0,15,2,1
10000000,0,104,0,0,0,15,2,1
10000000,0,87,0,0,0,31,2,1
11,0,31,0,0,0,30,2,1
193405,0,42,0,0,0,12,2,0
47310,0,33,0,0,0,20,2,0
54196,0,61,0,0,0,19,2,0
10000000,0,21,0,0,0,13,2,0
2514,0,56,0,0,0,21,3,0
2014,0,41,0,0,0,20,2,0
10000000,0,38,0,0,0,23,2,1
10000000,0,51,0,0,0,19,2,1
10000000,0,254,0,0,1,83,8,1
344359,0,51,0,0,0,11,2,0
10000000,0,40,0,0,0,15,2,0
10000000,0,148,0,0,0,20,3,1
10000000,0,43,0,0,0,6,1,0
10000000,0,29,0,0,0,16,2,0
168,0,74,0,0,0,15,1,0
24736,0,32,0,0,1,25,3,0
14969,0,27,0,0,0,14,2,0
236871,0,72,0,0,0,14,2,1
209,0,27,0,0,0,20,2,0
382853,0,41,0,0,0,15,3,0
10000000,0,24,0,0,1,23,2,1
10150,0,52,0,0,0,10,2,0
10000000,0,54,0,0,0,12,1,1
5001,0,28,0,0,0,16,2,0
14969,0,27,0,0,0,14,2,0
79,0,53,0,0,0,19,2,0
465632,0,38,0,0,0,22,1,0
11812,0,30,0,0,0,16,2,0
10000000,0,23,0,0,0,15,2,0
345602,0,46,0,0,1,21,3,1
10000000,0,22,0,0,0,22,2,1
10000000,0,29,0,0,0,17,2,0
75,0,47,0,0,0,11,2,0
10000000,0,146,0,0,0,112,15,1
10000000,0,34,0,0,0,23,3,0
312068,0,26,0,0,0,12,2,0
10000000,0,22,0,0,0,14,2,1
10000000,0,37,0,0,0,27,3,0
1093,0,35,0,0,0,20,2,0
10000000,0,35,0,0,0,21,2,0
10000000,0,27,0,0,0,14,2,0
10000000,0,82,0,0,0,17,1,1
179548,0,33,0,0,0,20,2,0
10000000,0,24,0,0,0,8,1,1
10000000,0,32,0,0,0,15,2,1
60652,0,40,0,0,1,19,3,0
11,0,31,0,0,0,30,2,1
10000000,0,104,0,0,0,16,2,1
10000000,0,33,0,0,1,32,4,1
10000000,0,60,0,0,1,20,1,1
10000000,0,59,0,1,0,18,1,1
126324,0,36,0,0,0,15,2,0
10000000,0,29,0,0,0,16,2,0
91355,0,38,0,0,0,13,2,0
317608,0,50,0,0,0,19,2,0
107510,0,16,0,0,0,15,2,1
10000000,0,52,0,0,0,18,2,0
44194,0,43,0,0,0,23,3,0
10000000,0,31,0,0,0,23,2,0
10000000,0,25,0,0,0,17,2,0
10000000,0,143,0,0,1,17,1,1
10000000,0,88,0,0,0,30,4,1
10000000,0,112,0,0,1,60,4,1
6958,0,30,0,0,0,17,3,0
555849,0,54,0,0,1,25,2,0
10000000,0,18,0,0,0,18,2,1
4570,0,371,0,0,1,45,2,1
10000000,0,27,0,0,0,17,1,0
10000000,0,65,0,0,0,12,1,1
14969,0,26,0,0,0,14,2,0
10000000,0,197,0,0,1,117,17,1
10000000,0,47,0,1,0,26,2,1
10000000,0,42,0,0,0,20,2,1
10000000,0,24,0,0,0,13,2,0
10000000,0,19,0,0,0,10,1,0
10000000,0,84,0,0,0,14,2,1
10000000,0,14,0,0,0,13,1,1
51953,0,36,0,0,0,18,2,0
10000000,0,49,0,1,0,19,2,1
1267,0,24,0,0,0,18,2,0
91578,0,44,0,0,0,11,2,0
126504,0,28,0,0,1,18,2,0
11,0,65,0,0,1,20,2,0
7324,0,33,0,0,0,15,2,0
10000000,0,68,0,0,1,42,5,1
114514,0,63,0,0,0,14,1,0
10000000,0,56,0,0,0,21,2,1
10000000,0,23,0,0,0,16,2,1
1,0,80,0,0,0,15,2,1
10000000,0,277,0,0,0,66,8,1
79683,0,30,0,0,0,17,2,0
10000000,0,63,0,0,0,19,1,1
5956,0,35,0,0,0,14,3,0
10000000,0,34,0,0,0,24,2,0
10000000,0,45,0,0,0,23,2,0
425108,0,39,0,0,0,23,3,0
10000000,0,95,0,0,0,29,3,1
10000000,0,62,1,0,0,17,3,1
4570,0,371,0,0,1,45,2,1
11106,0,39,0,0,0,11,2,0
104695,0,49,0,0,0,15,2,0
14968,0,42,0,0,0,10,1,0
322634,0,41,0,0,0,12,2,0
10000000,0,41,0,0,1,17,1,1
10000000,0,53,0,0,0,17,1,1
10000000,0,46,0,0,0,12,1,1
168,0,33,0,0,0,15,1,0
10000000,0,108,0,0,1,35,6,1
10000000,0,310,0,0,0,209,12,1
10000000,0,36,0,0,0,16,2,1
10000000,0,30,0,0,0,22,2,0
10000000,0,10,0,0,0,9,1,1
26570,0,51,0,0,0,18,3,0
101067,0,124,0,0,0,16,2,1
91578,0,47,0,0,0,11,2,0
656,0,19,0,0,0,11,1,1
45422,0,54,0,0,0,15,2,0
10000000,0,50,0,0,0,16,2,1
415189,0,36,0,0,0,16,3,0
10000000,0,47,0,0,0,14,2,1
10000000,0,22,0,0,0,15,1,1
10000000,0,26,0,0,0,9,2,0
10000000,0,56,0,0,0,24,4,0
46854,0,25,0,0,0,14,2,0
10000000,0,28,0,0,0,20,2,0
10000000,0,35,0,0,0,14,2,0
10000000,0,70,0,0,0,9,1,1
10000000,0,79,0,0,1,14,1,1
10000000,0,30,0,0,1,29,3,1
876123,0,76,0,0,0,12,2,0
10000000,0,48,0,0,0,17,1,1
22117,0,30,0,0,0,23,3,0
59081,0,55,0,0,0,18,2,0
322634,0,61,0,0,0,12,2,0
15345,0,26,0,0,0,19,3,0
5001,0,35,0,0,0,16,2,0
10000000,0,39,0,0,0,22,2,0
5001,0,31,0,0,0,16,2,0
10000000,0,50,0,0,0,14,1,1
160,0,51,0,0,0,21,2,0
10000000,0,28,0,0,0,16,2,0
10000000,0,71,0,0,1,26,3,1
10000000,0,46,0,0,0,22,2,0
4158,0,27,0,0,0,19,3,0
10000000,0,211,0,0,1,50,5,1
10000000,0,38,0,0,0,12,1,1
4570,0,371,0,0,1,45,2,1
10000000,0,199,0,0,1,136,10,1
10000000,0,55,0,0,0,24,2,1
10000000,0,62,0,0,0,12,2,1
10000000,0,124,0,0,0,18,2,1
10000000,0,27,0,0,0,18,3,0
10000000,0,67,0,0,0,20,1,1
3835,0,69,0,0,0,16,2,0
10000000,0,29,0,0,0,14,2,0
14969,0,27,0,0,0,14,2,0
236871,0,82,0,0,0,14,2,1
10000000,0,30,0,0,0,18,3,0
10000000,0,36,0,0,0,20,2,0
10000000,0,27,0,0,0,17,2,0
639,0,74,0,0,0,41,4,0
10000000,0,30,0,0,0,16,2,0
421717,0,47,0,0,0,12,2,0
10000000,0,36,0,0,0,25,2,0
10000000,0,69,0,0,1,17,1,1
10000000,0,23,0,0,1,18,2,0
10000000,0,54,0,1,0,11,1,1
14969,0,26,0,0,0,14,2,0
10000000,0,227,0,0,0,9,1,1
10000000,0,52,0,0,0,30,2,1
10000000,0,80,0,0,0,22,2,1
6,0,41,0,0,0,16,2,0
236871,0,72,0,0,0,14,2,1
3304,0,52,0,0,0,22,2,0
10000000,0,421,0,0,0,162,18,1
10000000,0,28,0,0,0,18,2,0
45628,0,20,0,0,0,15,3,0
10000000,0,67,0,0,0,20,1,1
4570,0,345,0,0,1,45,2,1
10000000,0,63,0,0,0,23,4,1
10000000,0,53,0,0,0,20,1,1
236871,0,82,0,0,0,14,2,1
10000000,0,25,0,0,0,17,2,0
10000000,0,89,0,0,1,12,1,1
10000000,0,39,0,0,0,24,2,0
10000000,0,199,0,0,0,165,13,1
10000000,0,39,0,0,1,13,2,1
10000000,0,102,0,0,0,23,1,1
23191,0,35,0,0,0,20,3,0
10000000,0,310,0,0,0,209,12,1
10000000,0,185,0,0,1,83,8,1
10000000,0,47,0,0,0,15,1,1
295679,0,34,0,0,0,18,2,0
10000000,0,53,0,0,1,52,2,1
10000000,0,25,0,0,0,17,2,0
10000000,0,54,0,0,0,16,1,1
10000000,0,74,0,0,0,13,1,1
1267,0,45,0,0,0,18,2,0
10000000,0,27,0,0,0,18,2,0
10000000,0,19,0,0,1,15,1,1
10000000,0,30,0,0,0,18,2,0
10000000,0,47,0,0,0,15,3,0
10000000,0,29,0,0,0,20,2,0
10000000,0,26,0,0,0,25,2,1
10000000,0,33,0,0,0,16,1,1
1057,0,46,0,0,0,13,2,0
10000000,0,40,0,0,0,28,2,0
6125,0,33,0,0,0,16,2,0
10000000,0,151,0,0,1,110,10,1
10000000,0,28,0,0,0,17,2,0
10000000,0,44,0,0,0,23,3,1
10000000,0,36,0,0,0,12,1,1
4,0,41,0,0,0,22,3,0
10000000,0,205,0,0,1,194,12,1
12759,0,71,0,0,0,14,2,0
10000000,0,51,0,0,0,26,2,1
3832,0,13,0,0,0,6,1,1
10000000,0,75,0,0,0,17,2,1
10000000,0,33,0,0,0,23,2,0
14969,0,26,0,0,0,14,2,0
10000000,0,92,0,0,0,17,2,1
10000000,0,85,0,0,0,26,3,1
10000000,0,74,0,0,0,14,2,1
10000000,0,31,0,0,0,12,2,0
10000000,0,170,0,0,0,22,1,1
4626,0,34,0,0,0,11,1,0
10000000,0,43,0,0,1,19,2,1
10000000,0,18,0,0,0,14,2,0
10000000,0,107,0,0,0,18,1,1
1267,0,34,0,0,0,18,2,0
10000000,0,53,0,0,0,25,2,1
10000000,0,49,0,0,0,14,2,1
10000000,0,24,0,0,0,14,2,0
10000000,0,253,0,0,0,162,18,1
10000000,0,53,0,0,0,9,1,1
590969,0,20,0,0,0,14,2,0
10000000,0,38,0,0,0,18,2,0
10000000,0,44,0,0,0,20,3,1
4,0,40,0,0,0,16,2,0
10000000,0,30,0,0,0,15,2,0
10000000,0,22,0,0,0,17,3,1
10000000,0,33,0,0,0,12,1,0
4570,0,345,0,0,1,45,2,1
44061,0,33,0,0,0,13,1,1
801249,0,16,0,0,0,15,3,1
10000000,0,65,0,0,0,21,2,1
10000000,0,98,0,0,0,9,1,1
10000000,0,22,0,0,0,13,2,1
245,0,34,0,0,0,20,2,0
10000000,0,83,0,0,1,13,2,1
29788,0,24,0,0,0,16,2,1
10000000,0,187,0,0,0,20,2,1
10000000,0,37,0,0,0,10,1,1
44061,0,33,0,0,0,13,1,1
10000000,0,25,0,0,0,11,2,0
10000000,0,22,0,0,0,13,2,0
10000000,0,44,0,0,0,18,2,0
10794,0,47,0,0,0,18,3,0
10000000,0,98,0,0,0,16,2,1
10000000,0,121,0,0,0,33,5,1
10000000,0,115,0,0,0,11,1,1
10846,0,98,0,0,0,11,2,0
10000000,0,39,0,0,0,16,1,1
10000000,0,23,0,0,0,15,2,1
2547,0,33,0,0,0,17,2,0
6655,0,54,0,0,0,18,3,0
497652,0,32,0,0,0,18,2,0
10000000,0,37,0,0,0,11,2,1
10000000,0,30,0,0,0,14,1,1
10000000,0,38,0,0,0,16,2,1
10000000,0,82,0,0,0,13,2,1
16000,0,43,0,0,0,18,3,0
44061,0,33,0,0,0,13,1,1
14969,0,27,0,0,0,14,2,0
4918,0,63,0,0,0,16,2,0
10000000,0,95,0,0,0,13,1,1
101067,0,126,0,0,0,16,2,1
10000000,0,41,0,0,0,15,1,1
10000000,0,33,0,0,1,18,2,0
10000000,0,87,0,0,0,22,2,1
1057,0,47,0,0,0,13,2,0
1859,0,44,0,0,0,12,1,0
11,0,42,0,0,0,41,2,1
10000000,0,41,0,0,0,17,2,0
10000000,0,56,0,1,0,22,2,1
29,0,33,0,0,0,21,2,0
10000000,0,28,0,0,0,13,3,0
10000000,0,33,0,0,1,10,1,1
10000000,0,25,0,0,0,9,1,0
10000000,0,37,0,0,0,11,1,1
118554,0,86,0,0,0,19,2,1
801,0,52,0,0,0,13,2,0
10000000,0,27,0,0,0,18,2,0
10000000,0,73,0,0,0,18,1,1
10000000,0,37,0,0,0,21,2,0
10000000,0,67,0,0,1,16,1,1
2547,0,42,0,0,0,17,2,0
10000000,0,111,0,0,0,9,1,1
1267,0,31,0,0,0,19,2,0
10000000,0,81,0,0,1,23,4,1
10000000,0,120,0,0,1,26,5,1
911,0,53,0,0,0,11,2,0
3832,0,13,0,0,0,6,1,1
10000000,0,21,0,0,0,15,2,0
22308,0,58,0,0,0,17,2,0
10000000,0,47,0,0,0,29,2,0
19867,0,34,0,0,0,24,4,0
10000000,0,45,0,0,1,16,2,0
10000000,0,31,0,0,0,18,2,0
10000000,0,119,0,0,0,20,2,1
10000000,0,30,0,0,0,16,2,0
10000000,0,35,0,0,1,30,3,0
10000000,0,47,0,0,0,18,2,0
10000000,0,45,0,0,0,34,4,1
10000000,0,57,0,0,0,26,3,0
10000000,0,75,0,0,0,18,1,1
